order_id,order_date,date_id,customer_id,store_id,employee_id,payment_method,order_status,total_revenue,total_cost
ORD0000913,8/12/2022,20220812,CUS00359,1,EMP0001,InstaPay,Completed,1830,890
ORD0008518,8/12/2022,20220812,CUS02429,2,EMP0035,Debit Card,Completed,31110,29400
ORD0000789,8/12/2022,20220812,CUS01410,1,EMP0001,Credit Card,Completed,360,180
ORD0006995,8/12/2022,20220812,CUS02146,1,No_Employee_id,Cash,Returned,90,40
ORD0001988,8/12/2022,20220812,CUS00465,6,No_Employee_id,InstaPay,Completed,1529,820
ORD0007193,8/12/2022,20220812,CUS00495,1,EMP0012,Cash,Completed,948,500
ORD0005203,8/12/2022,20220812,CUS02933,14,EMP0195,Credit Card,Completed,628.5,360
ORD0003772,8/12/2022,20220812,CUS00064,12,EMP0179,Fawry,Completed,768,450
ORD0006215,8/12/2022,20220812,CUS00014,1,EMP0022,InstaPay,Completed,1876,940
ORD0001614,8/12/2022,20220812,CUS01995,1,EMP0012,Cash,Completed,600,390
ORD0000998,8/12/2022,20220812,CUS00689,4,EMP0081,Debit Card,Returned,2082,1080
ORD0010050,8/12/2022,20220812,CUS03000,5,EMP0110,Credit Card,Completed,204,120
ORD0011585,8/13/2022,20220813,CUS01888,10,EMP0157,InstaPay,Completed,792,440
ORD0007524,8/13/2022,20220813,CUS02621,4,EMP0082,Credit Card,Completed,45111,37160
ORD0007937,8/13/2022,20220813,CUS02075,13,EMP0189,Fawry,Completed,4005.5,3010
ORD0010018,8/13/2022,20220813,CUS00852,5,EMP0096,Fawry,Completed,1258,740
ORD0000529,8/13/2022,20220813,CUS01653,14,EMP0198,Vodafone Cash,Completed,566,290
ORD0006368,8/13/2022,20220813,CUS00224,11,EMP0168,Debit Card,Completed,1260,750
ORD0008358,8/13/2022,20220813,CUS01247,13,EMP0185,Credit Card,Completed,20433,16640
ORD0006835,8/13/2022,20220813,CUS01194,1,EMP0022,Fawry,Cancelled,1737,850
ORD0005752,8/14/2022,20220814,CUS02456,2,EMP0047,InstaPay,Completed,35296.5,30000
ORD0009453,8/14/2022,20220814,CUS02158,1,EMP0012,Cash,Completed,90,50
ORD0008345,8/14/2022,20220814,CUS00809,3,EMP0071,Debit Card,Completed,1411,820
ORD0011696,8/14/2022,20220814,CUS01600,3,EMP0071,Vodafone Cash,Returned,3930,3040
ORD0004402,8/14/2022,20220814,CUS00433,8,EMP0144,Cash,Completed,470,230
ORD0008730,8/14/2022,20220814,CUS00574,1,EMP0010,Credit Card,Completed,1749,870
ORD0003653,8/14/2022,20220814,CUS01757,3,EMP0058,Cash,Completed,1335,790
ORD0009119,8/14/2022,20220814,CUS01439,10,EMP0160,Debit Card,Completed,12000,9600
ORD0007822,8/14/2022,20220814,CUS01964,1,EMP0003,Fawry,Completed,1849,910
ORD0002193,8/14/2022,20220814,CUS01506,10,EMP0153,Cash,Completed,612,340
ORD0004065,8/15/2022,20220815,CUS00244,1,EMP0003,InstaPay,Completed,704,440
ORD0008325,8/15/2022,20220815,CUS00842,14,EMP0200,Cash,Completed,119,70
ORD0010880,8/15/2022,20220815,CUS02248,14,EMP0203,InstaPay,Returned,666,360
ORD0007538,8/15/2022,20220815,CUS01595,1,EMP0021,Cash,Completed,10801.5,8670
ORD0004906,8/15/2022,20220815,CUS00634,15,EMP0215,Cash,Returned,1046.5,640
ORD0000635,8/15/2022,20220815,CUS02548,1,EMP0022,Vodafone Cash,Completed,2518.5,1260
ORD0005026,8/15/2022,20220815,CUS02945,4,EMP0081,Cash,Completed,665,350
ORD0007431,8/15/2022,20220815,CUS01230,2,EMP0046,Cash,Completed,256,160
ORD0011388,8/15/2022,20220815,CUS00485,7,EMP0133,Vodafone Cash,Cancelled,320,140
ORD0004259,8/16/2022,20220816,CUS02331,9,EMP0146,Credit Card,Completed,922.5,460
ORD0003306,8/16/2022,20220816,CUS00725,4,EMP0086,Debit Card,Cancelled,600,270
ORD0006735,8/16/2022,20220816,CUS02957,10,EMP0153,Credit Card,Completed,1089,630
ORD0007774,8/16/2022,20220816,CUS02602,2,EMP0045,Cash,Returned,248,150
ORD0011710,8/16/2022,20220816,CUS01428,1,EMP0028,Credit Card,Completed,9890,10250
ORD0004977,8/16/2022,20220816,CUS02436,13,EMP0191,Debit Card,Completed,591,280
ORD0001372,8/16/2022,20220816,CUS00142,4,EMP0090,Credit Card,Completed,14535,12000
ORD0011676,8/16/2022,20220816,CUS01979,1,EMP0009,Cash,Completed,606,290
ORD0006480,8/16/2022,20220816,CUS01983,1,EMP0018,Vodafone Cash,Completed,1524,780
ORD0002593,8/16/2022,20220816,CUS00955,1,EMP0020,Fawry,Completed,680,390
ORD0007069,8/17/2022,20220817,CUS01642,5,EMP0105,Vodafone Cash,Completed,2775,1590
ORD0007100,8/17/2022,20220817,CUS01079,2,EMP0039,InstaPay,Completed,272,140
ORD0004278,8/17/2022,20220817,CUS00430,1,EMP0024,Credit Card,Completed,635,310
ORD0003948,8/17/2022,20220817,CUS01743,2,EMP0045,Fawry,Returned,161.5,90
ORD0008615,8/17/2022,20220817,CUS02052,1,EMP0023,Vodafone Cash,Completed,180,80
ORD0009650,8/17/2022,20220817,CUS02004,13,EMP0190,InstaPay,Completed,3547,1840
ORD0007334,8/18/2022,20220818,CUS02619,8,EMP0138,InstaPay,Completed,24138,21180
ORD0000025,8/18/2022,20220818,CUS00181,1,EMP0026,Credit Card,Completed,804,500
ORD0005748,8/18/2022,20220818,CUS00357,1,EMP0005,InstaPay,Completed,180,110
ORD0009911,8/18/2022,20220818,CUS01441,5,EMP0097,Fawry,Completed,199.5,100
ORD0005446,8/18/2022,20220818,CUS00839,8,EMP0137,InstaPay,Completed,171,90
ORD0011622,8/18/2022,20220818,CUS01802,3,EMP0070,Vodafone Cash,Completed,2082,1140
ORD0004677,8/18/2022,20220818,CUS00943,10,EMP0161,Fawry,Completed,1452.5,880
ORD0004493,8/18/2022,20220818,CUS02663,3,EMP0060,Credit Card,Completed,330,160
ORD0006073,8/18/2022,20220818,CUS02217,4,EMP0079,Vodafone Cash,Cancelled,655.5,330
ORD0003824,8/18/2022,20220818,CUS02656,14,EMP0199,Fawry,Returned,11920,11900
ORD0009379,8/18/2022,20220818,CUS01711,5,EMP0110,Credit Card,Completed,460,220
ORD0000681,8/18/2022,20220818,CUS01584,10,EMP0162,Cash,Completed,12000,12000
ORD0006122,8/18/2022,20220818,CUS01183,4,EMP0093,Debit Card,Completed,360,170
ORD0000143,8/18/2022,20220818,CUS02532,6,EMP0115,Cash,Completed,500,240
ORD0001655,8/18/2022,20220818,CUS02684,3,No_Employee_id,Credit Card,Completed,520,250
ORD0001643,8/19/2022,20220819,CUS02013,12,EMP0174,Credit Card,Completed,200,90
ORD0007292,8/19/2022,20220819,CUS01854,1,EMP0006,InstaPay,Completed,686,350
ORD0003434,8/19/2022,20220819,CUS02595,5,EMP0100,Debit Card,Completed,400,240
ORD0005174,8/19/2022,20220819,CUS02041,3,EMP0076,Credit Card,Completed,600,500
ORD0008060,8/19/2022,20220819,CUS00495,9,EMP0147,Credit Card,Completed,801,430
ORD0002693,8/19/2022,20220819,CUS02248,8,EMP0144,Vodafone Cash,Completed,2327,1270
ORD0009829,8/19/2022,20220819,CUS00461,3,EMP0059,Vodafone Cash,Cancelled,2550,1260
ORD0001194,8/20/2022,20220820,CUS00136,9,No_Employee_id,Cash,Completed,1054.5,540
ORD0006504,8/20/2022,20220820,CUS02887,13,EMP0186,Fawry,Completed,915.5,550
ORD0002550,8/20/2022,20220820,CUS00119,1,EMP0013,InstaPay,Completed,5600,4500
ORD0002452,8/20/2022,20220820,CUS00152,2,EMP0034,Cash,Completed,10805,8440
ORD0002210,8/20/2022,20220820,CUS01170,2,EMP0034,Fawry,Completed,787.5,490
ORD0001440,8/20/2022,20220820,CUS02440,2,EMP0038,Fawry,Completed,961,490
ORD0010897,8/21/2022,20220821,CUS00345,6,EMP0120,Fawry,Completed,9342,8270
ORD0002227,8/21/2022,20220821,CUS01503,6,EMP0120,Credit Card,Completed,367,180
ORD0008232,8/21/2022,20220821,CUS01326,6,EMP0114,Credit Card,Completed,609,340
ORD0003533,8/21/2022,20220821,CUS00318,13,EMP0187,Vodafone Cash,Completed,1788,930
ORD0006394,8/21/2022,20220821,CUS02243,9,EMP0148,Credit Card,Completed,1620,810
ORD0001143,8/21/2022,20220821,CUS01819,1,EMP0020,Cash,Completed,23202,20680
ORD0006360,8/21/2022,20220821,CUS02685,8,EMP0141,InstaPay,Completed,2760,1370
ORD0000828,8/21/2022,20220821,CUS00557,5,EMP0098,Credit Card,Completed,13711,10810
ORD0010845,8/21/2022,20220821,CUS00278,4,EMP0088,Cash,Cancelled,256.5,130
ORD0007995,8/21/2022,20220821,CUS01699,12,EMP0177,Vodafone Cash,Completed,270,140
ORD0011912,8/21/2022,20220821,CUS00413,5,EMP0096,Cash,Completed,578,340
ORD0005907,8/21/2022,20220821,CUS00263,7,EMP0132,InstaPay,Completed,418,220
ORD0008712,8/21/2022,20220821,CUS02909,1,EMP0010,Vodafone Cash,Returned,666,360
ORD0005601,8/21/2022,20220821,CUS01972,4,EMP0084,Fawry,Completed,1110,630
ORD0003333,8/21/2022,20220821,CUS02174,5,EMP0096,Debit Card,Completed,90,40
ORD0007756,8/21/2022,20220821,CUS01096,7,EMP0129,Debit Card,Completed,3441,1740
ORD0001039,8/21/2022,20220821,CUS01335,7,EMP0134,Debit Card,Completed,1122,530
ORD0005862,8/21/2022,20220821,CUS02790,11,EMP0166,Fawry,Completed,1461,820
ORD0010621,8/22/2022,20220822,CUS00911,5,No_Employee_id,Cash,Completed,140,70
ORD0009292,8/22/2022,20220822,CUS02161,4,EMP0091,Cash,Completed,16200,12450
ORD0002997,8/22/2022,20220822,CUS00791,5,EMP0102,InstaPay,Completed,3508.5,1790
ORD0004631,8/22/2022,20220822,CUS02026,5,EMP0097,Vodafone Cash,Completed,216,120
ORD0004164,8/22/2022,20220822,CUS01693,8,EMP0143,InstaPay,Completed,2014,1040
ORD0001337,8/22/2022,20220822,CUS00921,6,EMP0120,Vodafone Cash,Completed,480,240
ORD0004774,8/22/2022,20220822,CUS02186,3,EMP0069,Fawry,Completed,1200,540
ORD0010353,8/22/2022,20220822,CUS00579,12,EMP0179,Debit Card,Completed,37574.5,31020
ORD0001482,8/22/2022,20220822,CUS00508,4,EMP0094,Fawry,Completed,391,220
ORD0008529,8/22/2022,20220822,CUS02493,6,EMP0114,InstaPay,Completed,3298,1880
ORD0008829,8/22/2022,20220822,CUS00144,2,EMP0040,Cash,Completed,20900,21600
ORD0011672,8/22/2022,20220822,CUS02662,12,EMP0177,Fawry,Completed,224,140
ORD0002790,8/22/2022,20220822,CUS00573,2,EMP0051,InstaPay,Completed,845,400
ORD0002499,8/23/2022,20220823,CUS00437,6,EMP0118,Vodafone Cash,Completed,736,390
ORD0003740,8/23/2022,20220823,CUS01262,14,EMP0201,InstaPay,Cancelled,1512,770
ORD0010697,8/23/2022,20220823,CUS02557,14,EMP0202,Cash,Completed,2277,1290
ORD0000341,8/23/2022,20220823,CUS01410,12,EMP0184,Vodafone Cash,Completed,432,230
ORD0005650,8/23/2022,20220823,CUS02548,2,EMP0035,Credit Card,Completed,2525,1970
ORD0010962,8/23/2022,20220823,CUS00901,6,EMP0114,InstaPay,Completed,540,280
ORD0005487,8/23/2022,20220823,CUS00004,1,EMP0009,Debit Card,Completed,1530.5,810
ORD0001888,8/23/2022,20220823,CUS02664,8,EMP0137,Cash,Returned,440,270
ORD0001123,8/23/2022,20220823,CUS00846,8,EMP0143,Fawry,Completed,133,60
ORD0006576,8/23/2022,20220823,CUS02327,3,No_Employee_id,Cash,Completed,4047,2100
ORD0005023,8/23/2022,20220823,CUS02686,11,EMP0165,Credit Card,Completed,722.5,420
ORD0002956,8/23/2022,20220823,CUS01462,6,No_Employee_id,Fawry,Completed,1783,1030
ORD0010548,8/24/2022,20220824,CUS01638,5,EMP0107,Cash,Completed,225,120
ORD0011054,8/24/2022,20220824,CUS00793,6,EMP0114,Vodafone Cash,Completed,1250,620
ORD0000099,8/24/2022,20220824,CUS02321,1,EMP0008,Cash,Completed,3771,1880
ORD0003780,8/24/2022,20220824,CUS02066,1,EMP0017,Debit Card,Completed,42950,36120
ORD0010774,8/24/2022,20220824,CUS01646,11,EMP0172,Debit Card,Completed,778,400
ORD0001055,8/24/2022,20220824,CUS01354,10,No_Employee_id,Debit Card,Completed,864,440
ORD0011929,8/24/2022,20220824,CUS02041,1,EMP0004,Fawry,Completed,180,80
ORD0007198,8/24/2022,20220824,CUS01585,10,EMP0153,Vodafone Cash,Completed,210,100
ORD0006260,8/24/2022,20220824,CUS00996,1,EMP0023,Credit Card,Completed,396,210
ORD0010490,8/24/2022,20220824,CUS01050,4,EMP0090,InstaPay,Completed,234,120
ORD0009037,8/24/2022,20220824,CUS01418,2,EMP0031,Cash,Completed,748.5,420
ORD0007219,8/24/2022,20220824,CUS00288,5,EMP0106,Fawry,Completed,142.5,70
ORD0011221,8/24/2022,20220824,CUS00107,8,EMP0144,Fawry,Completed,705.5,410
ORD0005720,8/24/2022,20220824,CUS01866,5,EMP0103,Cash,Completed,514,280
ORD0011800,8/25/2022,20220825,CUS01819,9,EMP0146,Credit Card,Completed,15393,14270
ORD0004449,8/25/2022,20220825,CUS00740,7,EMP0131,Debit Card,Completed,127.5,70
ORD0007942,8/25/2022,20220825,CUS01067,7,EMP0134,Cash,Completed,128,70
ORD0011185,8/25/2022,20220825,CUS01799,6,EMP0119,Debit Card,Completed,929,470
ORD0005111,8/25/2022,20220825,CUS02458,5,EMP0099,Cash,Completed,184,110
ORD0003150,8/25/2022,20220825,CUS00789,14,EMP0200,Cash,Completed,610,300
ORD0000331,8/25/2022,20220825,CUS01371,6,EMP0118,Debit Card,Cancelled,290,140
ORD0008251,8/25/2022,20220825,CUS00031,5,EMP0099,Cash,Completed,470,230
ORD0003428,8/25/2022,20220825,CUS00675,10,EMP0158,Fawry,Completed,560,280
ORD0007411,8/25/2022,20220825,CUS01636,11,EMP0169,Vodafone Cash,Completed,441,240
ORD0003636,8/25/2022,20220825,CUS01324,3,EMP0064,Vodafone Cash,Completed,17236,15600
ORD0002960,8/25/2022,20220825,CUS00979,11,No_Employee_id,InstaPay,Completed,71076,59820
ORD0009846,8/26/2022,20220826,CUS01278,3,EMP0075,Credit Card,Completed,1395.5,680
ORD0006774,8/26/2022,20220826,CUS01940,4,EMP0091,Fawry,Completed,17388.5,13260
ORD0006860,8/26/2022,20220826,CUS02364,2,EMP0054,Cash,Completed,5020,2460
ORD0010834,8/26/2022,20220826,CUS01684,15,EMP0216,Fawry,Cancelled,405,220
ORD0001341,8/26/2022,20220826,CUS02956,4,No_Employee_id,Credit Card,Completed,14494,11200
ORD0005411,8/26/2022,20220826,CUS02726,4,EMP0092,Cash,Completed,1265,660
ORD0004930,8/26/2022,20220826,CUS02164,2,EMP0053,Fawry,Completed,808,400
ORD0003920,8/26/2022,20220826,CUS02921,4,EMP0092,InstaPay,Completed,789,370
ORD0003152,8/26/2022,20220826,CUS02620,5,No_Employee_id,Cash,Completed,2176,1090
ORD0011429,8/26/2022,20220826,CUS01438,5,EMP0095,Credit Card,Returned,2006.5,1030
ORD0007610,8/26/2022,20220826,CUS01177,12,EMP0175,Debit Card,Completed,1456,730
ORD0010424,8/26/2022,20220826,CUS01890,8,EMP0138,Credit Card,Completed,340,160
ORD0000812,8/26/2022,20220826,CUS02594,4,EMP0094,Debit Card,Completed,2295,1420
ORD0000039,8/26/2022,20220826,CUS01682,1,EMP0012,Cash,Returned,1705,880
ORD0004041,8/27/2022,20220827,CUS02391,10,EMP0154,Fawry,Completed,437,220
ORD0004418,8/27/2022,20220827,CUS01348,2,EMP0053,Debit Card,Completed,243,130
ORD0000992,8/27/2022,20220827,CUS01480,2,EMP0035,Vodafone Cash,Completed,26604,21100
ORD0005835,8/27/2022,20220827,CUS01018,14,EMP0202,Vodafone Cash,Returned,142.5,70
ORD0001051,8/27/2022,20220827,CUS02164,14,EMP0201,Vodafone Cash,Completed,1491,900
ORD0010993,8/27/2022,20220827,CUS01048,2,EMP0050,Debit Card,Returned,560,280
ORD0005056,8/27/2022,20220827,CUS02318,4,EMP0083,Fawry,Completed,280,180
ORD0006420,8/27/2022,20220827,CUS00585,5,EMP0103,Fawry,Completed,184,110
ORD0009902,8/27/2022,20220827,CUS02796,3,EMP0071,Cash,Completed,786,360
ORD0000419,8/27/2022,20220827,CUS02145,2,EMP0040,Credit Card,Completed,2095.5,1050
ORD0001351,8/27/2022,20220827,CUS00998,10,EMP0163,Fawry,Returned,12155,9880
ORD0000483,8/27/2022,20220827,CUS02415,3,No_Employee_id,Fawry,Completed,1499.5,900
ORD0003231,8/28/2022,20220828,CUS01929,6,EMP0113,Cash,Returned,450,280
ORD0011907,8/28/2022,20220828,CUS01224,4,EMP0081,InstaPay,Returned,761,410
ORD0010256,8/28/2022,20220828,CUS02144,2,EMP0053,Fawry,Completed,3539,2840
ORD0004833,8/28/2022,20220828,CUS02222,2,EMP0053,Cash,Cancelled,140,70
ORD0005090,8/28/2022,20220828,CUS02488,12,EMP0180,Cash,Completed,718,370
ORD0004350,8/28/2022,20220828,CUS00611,14,EMP0194,Cash,Cancelled,690,340
ORD0001501,8/28/2022,20220828,CUS01089,6,EMP0120,Debit Card,Completed,442.5,250
ORD0004594,8/28/2022,20220828,CUS01326,13,EMP0187,InstaPay,Completed,16404,13050
ORD0003201,8/28/2022,20220828,CUS02144,8,EMP0142,InstaPay,Completed,16020,12230
ORD0004568,8/28/2022,20220828,CUS02081,1,EMP0016,Cash,Completed,26734,25230
ORD0006053,8/28/2022,20220828,CUS02053,1,EMP0010,Vodafone Cash,Returned,3003,1480
ORD0011491,8/29/2022,20220829,CUS01952,12,EMP0180,Credit Card,Completed,29600,24200
ORD0009104,8/29/2022,20220829,CUS00620,11,No_Employee_id,Credit Card,Completed,337.5,220
ORD0011593,8/29/2022,20220829,CUS02485,11,EMP0166,Vodafone Cash,Completed,2261,1170
ORD0010267,8/29/2022,20220829,CUS00516,1,EMP0015,Fawry,Completed,740,360
ORD0007968,8/29/2022,20220829,CUS00407,6,EMP0118,Credit Card,Completed,135,70
ORD0011134,8/29/2022,20220829,CUS01692,4,No_Employee_id,InstaPay,Completed,350,170
ORD0004555,8/29/2022,20220829,CUS00602,7,EMP0128,Cash,Completed,388,200
ORD0007232,8/29/2022,20220829,CUS02147,3,EMP0056,Vodafone Cash,Completed,15963,12540
ORD0004931,8/29/2022,20220829,CUS00332,11,EMP0173,Debit Card,Returned,672,350
ORD0003586,8/29/2022,20220829,CUS02418,4,EMP0081,Fawry,Completed,1149,620
ORD0008256,8/29/2022,20220829,CUS01648,14,EMP0194,Fawry,Completed,28500,24000
ORD0006944,8/29/2022,20220829,CUS00840,7,EMP0128,Vodafone Cash,Completed,800,400
ORD0010866,8/29/2022,20220829,CUS01914,7,EMP0135,Debit Card,Completed,331.5,180
ORD0000393,8/30/2022,20220830,CUS02135,12,EMP0183,InstaPay,Completed,2092,1340
ORD0008923,8/30/2022,20220830,CUS02502,1,EMP0018,Fawry,Returned,1795.5,1200
ORD0002458,8/30/2022,20220830,CUS02057,4,EMP0086,Vodafone Cash,Completed,128,70
ORD0006739,8/30/2022,20220830,CUS01934,3,EMP0071,Cash,Completed,320,160
ORD0008724,8/30/2022,20220830,CUS00221,6,EMP0124,Vodafone Cash,Cancelled,600,300
ORD0008438,8/30/2022,20220830,CUS00478,13,EMP0190,Cash,Completed,1320,760
ORD0007800,8/30/2022,20220830,CUS00143,1,No_Employee_id,Fawry,Completed,350,250
ORD0007766,8/31/2022,20220831,CUS01584,7,EMP0131,Cash,Completed,666,380
ORD0006493,8/31/2022,20220831,CUS02829,3,No_Employee_id,Vodafone Cash,Completed,1358.5,1010
ORD0007384,8/31/2022,20220831,CUS00467,12,EMP0176,Credit Card,Completed,1500,1200
ORD0006748,8/31/2022,20220831,CUS00236,3,EMP0069,Vodafone Cash,Completed,459,260
ORD0005403,8/31/2022,20220831,CUS01260,6,EMP0120,Cash,Completed,119,70
ORD0003198,8/31/2022,20220831,CUS01837,12,EMP0184,Debit Card,Completed,586.5,340
ORD0010923,8/31/2022,20220831,CUS01292,2,EMP0050,Cash,Completed,652.5,350
ORD0008953,8/31/2022,20220831,CUS02196,1,EMP0017,Debit Card,Completed,1824,960
ORD0009699,8/31/2022,20220831,CUS00389,14,EMP0202,Credit Card,Completed,1016,590
ORD0000205,8/31/2022,20220831,CUS01415,8,EMP0142,InstaPay,Completed,258,140
ORD0005921,8/31/2022,20220831,CUS02460,5,EMP0104,Fawry,Completed,1330.5,650
ORD0009054,8/31/2022,20220831,CUS00912,10,EMP0163,Debit Card,Completed,6140,5070
ORD0008026,8/31/2022,20220831,CUS02517,6,EMP0125,Debit Card,Completed,1919,920
ORD0003426,8/31/2022,20220831,CUS02764,2,EMP0037,Credit Card,Returned,5584,4310
ORD0002023,9/1/2022,20220901,CUS02032,14,EMP0194,Debit Card,Completed,324,180
ORD0011865,9/1/2022,20220901,CUS00381,9,EMP0147,Cash,Completed,112,70
ORD0003224,9/1/2022,20220901,CUS01025,3,No_Employee_id,Credit Card,Completed,433,220
ORD0004073,9/1/2022,20220901,CUS01473,6,EMP0123,Fawry,Completed,59600,47600
ORD0002429,9/1/2022,20220901,CUS02299,8,EMP0143,InstaPay,Completed,1036,490
ORD0001276,9/1/2022,20220901,CUS01829,6,EMP0125,Debit Card,Returned,540,270
ORD0002858,9/1/2022,20220901,CUS02429,1,EMP0020,Vodafone Cash,Completed,943.5,540
ORD0006632,9/1/2022,20220901,CUS02103,8,EMP0141,Debit Card,Completed,616,380
ORD0003694,9/1/2022,20220901,CUS00559,11,No_Employee_id,Fawry,Completed,612,320
ORD0007707,9/1/2022,20220901,CUS01577,7,EMP0136,Fawry,Completed,270,130
ORD0011591,9/1/2022,20220901,CUS01724,9,EMP0149,Debit Card,Returned,760,360
ORD0005397,9/1/2022,20220901,CUS02355,6,EMP0113,Cash,Completed,7819.5,6270
ORD0011057,9/1/2022,20220901,CUS01475,5,EMP0099,Vodafone Cash,Cancelled,1674,820
ORD0003669,9/2/2022,20220902,CUS02068,2,EMP0029,Vodafone Cash,Completed,1040,480
ORD0006247,9/2/2022,20220902,CUS02443,5,EMP0109,InstaPay,Completed,370,180
ORD0001005,9/2/2022,20220902,CUS01756,2,EMP0042,Credit Card,Completed,256.5,130
ORD0006979,9/2/2022,20220902,CUS02158,14,EMP0197,Vodafone Cash,Completed,3866,2010
ORD0006598,9/2/2022,20220902,CUS02710,3,EMP0063,Vodafone Cash,Returned,1870,1420
ORD0004775,9/2/2022,20220902,CUS01658,3,EMP0065,InstaPay,Completed,280,140
ORD0009825,9/2/2022,20220902,CUS01022,14,EMP0201,Cash,Completed,2145,1220
ORD0007324,9/2/2022,20220902,CUS01633,1,EMP0026,Cash,Completed,1164,550
ORD0006210,9/2/2022,20220902,CUS00586,6,EMP0123,Debit Card,Completed,1341,810
ORD0005685,9/2/2022,20220902,CUS00237,3,EMP0063,InstaPay,Returned,370,180
ORD0009212,9/2/2022,20220902,CUS01959,5,EMP0103,InstaPay,Completed,1510,740
ORD0006609,9/2/2022,20220902,CUS00100,2,EMP0051,Fawry,Completed,285,140
ORD0011688,9/2/2022,20220902,CUS02938,10,EMP0159,Cash,Completed,144,70
ORD0005902,9/3/2022,20220903,CUS00532,13,EMP0189,Vodafone Cash,Returned,782,440
ORD0011674,9/3/2022,20220903,CUS00835,10,EMP0158,Vodafone Cash,Completed,1612.5,970
ORD0009160,9/3/2022,20220903,CUS01125,2,EMP0036,Vodafone Cash,Completed,840,420
ORD0008049,9/3/2022,20220903,CUS02031,4,EMP0087,Vodafone Cash,Cancelled,900,520
ORD0011048,9/3/2022,20220903,CUS00572,2,EMP0052,Debit Card,Cancelled,144,70
ORD0007714,9/3/2022,20220903,CUS00166,10,EMP0153,Cash,Completed,448,280
ORD0010024,9/3/2022,20220903,CUS00444,8,EMP0137,Fawry,Completed,987,510
ORD0008964,9/3/2022,20220903,CUS00016,2,EMP0050,Vodafone Cash,Completed,90,40
ORD0010600,9/3/2022,20220903,CUS01796,14,EMP0195,Debit Card,Completed,420,200
ORD0005901,9/4/2022,20220904,CUS02915,3,EMP0058,Fawry,Completed,1048,560
ORD0002256,9/4/2022,20220904,CUS01280,5,EMP0103,Credit Card,Returned,2228,1200
ORD0003628,9/4/2022,20220904,CUS00052,8,EMP0143,Vodafone Cash,Completed,1096.5,630
ORD0004166,9/4/2022,20220904,CUS00384,1,EMP0004,Fawry,Completed,494,250
ORD0010703,9/4/2022,20220904,CUS02786,9,EMP0149,Credit Card,Completed,161,110
ORD0003278,9/4/2022,20220904,CUS02231,3,EMP0077,Debit Card,Completed,650,300
ORD0009027,9/4/2022,20220904,CUS00629,10,EMP0154,Cash,Completed,55200,44300
ORD0007128,9/4/2022,20220904,CUS00490,12,EMP0179,Vodafone Cash,Returned,6224,4690
ORD0001846,9/4/2022,20220904,CUS00512,4,No_Employee_id,Vodafone Cash,Completed,612,340
ORD0010574,9/4/2022,20220904,CUS01480,5,EMP0105,Fawry,Completed,9772,8790
ORD0004459,9/4/2022,20220904,CUS00298,2,EMP0030,Credit Card,Cancelled,2780,1340
ORD0008865,9/4/2022,20220904,CUS02945,10,EMP0155,InstaPay,Completed,754.5,390
ORD0003643,9/4/2022,20220904,CUS00575,5,EMP0101,Vodafone Cash,Completed,13440,10610
ORD0008697,9/5/2022,20220905,CUS01383,4,EMP0090,Fawry,Completed,1211,640
ORD0010666,9/5/2022,20220905,CUS01145,12,EMP0179,Fawry,Completed,1026,540
ORD0010421,9/5/2022,20220905,CUS01323,14,EMP0202,Cash,Completed,1695.5,1050
ORD0000701,9/5/2022,20220905,CUS01565,6,EMP0125,Fawry,Completed,180,80
ORD0002880,9/5/2022,20220905,CUS01179,5,EMP0097,InstaPay,Completed,306,160
ORD0000437,9/5/2022,20220905,CUS01644,2,EMP0037,Debit Card,Completed,300,140
ORD0001451,9/5/2022,20220905,CUS01116,4,EMP0087,Vodafone Cash,Completed,21000,16600
ORD0006775,9/5/2022,20220905,CUS01979,11,EMP0165,InstaPay,Completed,48917,39260
ORD0004202,9/5/2022,20220905,CUS02893,1,EMP0003,Credit Card,Completed,1515,800
ORD0001911,9/5/2022,20220905,CUS01490,12,EMP0175,Credit Card,Completed,486,260
ORD0002870,9/5/2022,20220905,CUS01826,6,EMP0122,Vodafone Cash,Completed,1784,870
ORD0006891,9/5/2022,20220905,CUS01559,9,EMP0150,Cash,Completed,39600,42000
ORD0001738,9/5/2022,20220905,CUS00769,3,EMP0061,Credit Card,Completed,195.5,110
ORD0011820,9/6/2022,20220906,CUS00139,5,EMP0097,Cash,Completed,320,160
ORD0006471,9/6/2022,20220906,CUS00726,4,EMP0085,Vodafone Cash,Completed,16032,15830
ORD0001607,9/6/2022,20220906,CUS02224,12,EMP0175,Cash,Completed,2857,1430
ORD0004071,9/6/2022,20220906,CUS02768,3,EMP0072,Cash,Completed,850,800
ORD0003045,9/6/2022,20220906,CUS01376,8,EMP0142,Credit Card,Completed,14910,12880
ORD0011614,9/6/2022,20220906,CUS00984,8,EMP0142,Fawry,Completed,836,420
ORD0003562,9/6/2022,20220906,CUS02039,3,EMP0064,Fawry,Completed,520,260
ORD0011019,9/6/2022,20220906,CUS02280,14,EMP0195,Debit Card,Completed,340,200
ORD0011131,9/6/2022,20220906,CUS02235,1,EMP0021,Debit Card,Completed,1358.5,750
ORD0011478,9/6/2022,20220906,CUS01548,15,EMP0204,Debit Card,Completed,240,110
ORD0004688,9/7/2022,20220907,CUS00559,3,EMP0056,InstaPay,Completed,590,300
