order_id,order_date,date_id,customer_id,store_id,employee_id,payment_method,,order_status,total_revenue,total_cost
ORD0009782,2/29/2024,20240229,CUS01358,13,EMP0185,Credit Card,,Completed,606.5,350
ORD0004284,2/29/2024,20240229,CUS00422,6,EMP0114,Vodafone Cash,,Completed,45928,42580
ORD0006435,3/1/2024,20240301,CUS00861,3,EMP0069,Fawry,,Completed,1186,590
ORD0006481,3/1/2024,20240301,CUS00271,1,EMP0014,Cash,,Completed,1520,740
ORD0010222,3/1/2024,20240301,CUS02540,15,EMP0212,InstaPay,,Completed,11200,8900
ORD0006884,3/2/2024,20240302,CUS01026,14,EMP0199,Cash,,Completed,891,480
ORD0007981,3/2/2024,20240302,CUS02064,8,EMP0138,Debit Card,,Completed,120,70
ORD0006523,3/2/2024,20240302,CUS00628,14,EMP0203,Debit Card,,Completed,14425,12050
ORD0000855,3/2/2024,20240302,CUS02247,7,EMP0134,Cash,,Completed,280,140
ORD0002534,3/2/2024,20240302,CUS01654,11,EMP0170,Cash,,Completed,1010,580
ORD0010401,3/2/2024,20240302,CUS01522,15,EMP0214,Cash,,Completed,432,210
ORD0007969,3/2/2024,20240302,CUS01374,7,no_employee_id,Credit Card,,Completed,1220,590
ORD0009775,3/2/2024,20240302,CUS01366,4,EMP0079,Fawry,,Completed,7740,5870
ORD0006449,3/2/2024,20240302,CUS00022,3,EMP0065,Credit Card,,Cancelled,420,210
ORD0003683,3/2/2024,20240302,CUS00289,12,EMP0175,InstaPay,,Completed,1011,500
ORD0010345,3/2/2024,20240302,CUS01583,6,EMP0121,InstaPay,,Completed,9682.5,7630
ORD0002035,3/2/2024,20240302,CUS02468,2,EMP0030,Fawry,,Completed,965,540
ORD0000667,3/2/2024,20240302,CUS01152,11,EMP0172,Credit Card,,Completed,972,480
ORD0003403,3/2/2024,20240302,CUS01491,2,EMP0030,InstaPay,,Completed,550.5,270
ORD0007936,3/2/2024,20240302,CUS00939,2,EMP0050,Cash,,Completed,400,200
ORD0010527,3/2/2024,20240302,CUS01665,11,EMP0166,Vodafone Cash,,Completed,4859,3580
ORD0007998,3/2/2024,20240302,CUS02399,8,EMP0144,Vodafone Cash,,Returned,1767.5,1090
ORD0002586,3/2/2024,20240302,CUS00221,1,EMP0008,Vodafone Cash,,Completed,518.5,300
ORD0007894,3/3/2024,20240303,CUS00006,3,EMP0055,Debit Card,,Returned,3690,1810
ORD0003755,3/3/2024,20240303,CUS01766,1,EMP0006,Credit Card,,Cancelled,1365,780
ORD0008308,3/3/2024,20240303,CUS01457,2,EMP0049,Cash,,Completed,135,70
ORD0008299,3/3/2024,20240303,CUS02239,7,EMP0134,Debit Card,,Completed,31575,28900
ORD0006614,3/3/2024,20240303,CUS01549,1,EMP0019,Debit Card,,Completed,12080,9540
ORD0008839,3/3/2024,20240303,CUS01999,1,EMP0022,Fawry,,Returned,841.5,480
ORD0010700,3/3/2024,20240303,CUS02034,1,EMP0025,Cash,,Completed,266,140
ORD0005961,3/3/2024,20240303,CUS01162,2,EMP0049,Credit Card,,Completed,612,340
ORD0007408,3/3/2024,20240303,CUS02217,6,no_employee_id,Credit Card,,Completed,39011.5,36210
ORD0009984,3/3/2024,20240303,CUS00150,13,EMP0186,Debit Card,,Completed,540,300
ORD0002477,3/3/2024,20240303,CUS00650,3,EMP0060,Fawry,,Completed,6789,5360
ORD0000104,3/4/2024,20240304,CUS00752,4,no_employee_id,InstaPay,,Completed,2500,2000
ORD0000559,3/4/2024,20240304,CUS01997,1,EMP0015,Vodafone Cash,,Returned,525.5,280
ORD0011667,3/4/2024,20240304,CUS00811,2,EMP0046,Vodafone Cash,,Completed,243,130
ORD0009079,3/4/2024,20240304,CUS00980,1,EMP0017,Cash,,Completed,1790,900
ORD0000981,3/4/2024,20240304,CUS01333,11,EMP0168,InstaPay,,Completed,1596,840
ORD0002608,3/4/2024,20240304,CUS02414,12,EMP0182,Credit Card,,Completed,2039,1160
ORD0007333,3/4/2024,20240304,CUS01662,1,EMP0001,Fawry,,Completed,43011,36140
ORD0010973,3/4/2024,20240304,CUS02375,10,EMP0156,InstaPay,,Completed,14499,12800
ORD0010838,3/4/2024,20240304,CUS00142,11,EMP0166,Debit Card,,Completed,987,690
ORD0005341,3/4/2024,20240304,CUS01930,11,EMP0173,Fawry,,Completed,17380,14980
ORD0009018,3/4/2024,20240304,CUS00296,11,EMP0171,InstaPay,,Completed,520,240
ORD0004161,3/4/2024,20240304,CUS01359,9,EMP0146,Cash,,Completed,5605,4700
ORD0002630,3/5/2024,20240305,CUS02077,1,EMP0022,Debit Card,,Completed,370,200
ORD0011561,3/5/2024,20240305,CUS02439,9,EMP0147,Cash,,Completed,7340,5380
ORD0003019,3/5/2024,20240305,CUS00435,5,EMP0104,Vodafone Cash,,Completed,15886.5,11870
ORD0003659,3/5/2024,20240305,CUS01606,1,EMP0002,Fawry,,Completed,17029.5,14750
ORD0010288,3/5/2024,20240305,CUS01708,4,EMP0087,Cash,,Completed,168,100
ORD0010746,3/5/2024,20240305,CUS00732,3,EMP0057,Credit Card,,Completed,1062,880
ORD0007560,3/5/2024,20240305,CUS00188,15,EMP0213,Fawry,,Completed,6345,6000
ORD0005970,3/5/2024,20240305,CUS01631,1,EMP0004,InstaPay,,Completed,558,280
ORD0011574,3/6/2024,20240306,CUS02014,12,no_employee_id,Debit Card,,Completed,240,120
ORD0000445,3/6/2024,20240306,CUS01313,15,EMP0205,Debit Card,,Completed,8800.5,6800
ORD0011652,3/6/2024,20240306,CUS01212,5,EMP0097,Fawry,,Completed,430,210
ORD0011839,3/6/2024,20240306,CUS02918,2,EMP0029,Fawry,,Cancelled,13552.5,10690
ORD0011430,3/6/2024,20240306,CUS00989,1,EMP0010,Cash,,Completed,13515,10770
ORD0005082,3/6/2024,20240306,CUS01224,2,EMP0045,Fawry,,Cancelled,360,180
ORD0003252,3/6/2024,20240306,CUS00316,2,EMP0043,Cash,,Completed,2058,1100
ORD0008490,3/6/2024,20240306,CUS00675,5,EMP0100,Cash,,Completed,437,230
ORD0008892,3/6/2024,20240306,CUS02846,1,EMP0016,Credit Card,,Completed,8913,7770
ORD0005510,3/6/2024,20240306,CUS00371,3,EMP0057,Vodafone Cash,,Completed,1584,840
ORD0009894,3/6/2024,20240306,CUS01170,15,EMP0207,Vodafone Cash,,Returned,980,480
ORD0008714,3/6/2024,20240306,CUS02085,4,EMP0091,Debit Card,,Cancelled,864,460
ORD0003035,3/6/2024,20240306,CUS01923,7,EMP0136,Fawry,,Completed,9278,7310
ORD0002813,3/6/2024,20240306,CUS01349,11,EMP0168,Debit Card,,Completed,247.5,160
ORD0004875,3/6/2024,20240306,CUS01734,5,EMP0103,Fawry,,Completed,1167.5,690
ORD0007375,3/6/2024,20240306,CUS01897,15,EMP0214,InstaPay,,Returned,28688,24010
ORD0011741,3/6/2024,20240306,CUS01849,12,EMP0180,Debit Card,,Completed,790,400
ORD0003912,3/7/2024,20240307,CUS02573,15,EMP0212,Debit Card,,Completed,1997,980
ORD0003318,3/7/2024,20240307,CUS01699,6,EMP0116,Debit Card,,Returned,1310,980
ORD0001955,3/7/2024,20240307,CUS00554,4,EMP0080,Cash,,Completed,261,130
ORD0000005,3/7/2024,20240307,CUS00418,6,EMP0116,Fawry,,Completed,9530,7800
ORD0004613,3/7/2024,20240307,CUS00027,13,no_employee_id,Debit Card,,Completed,520,240
ORD0011911,3/7/2024,20240307,CUS02172,2,EMP0035,InstaPay,,Completed,1034,550
ORD0000717,3/7/2024,20240307,CUS02996,3,EMP0056,Debit Card,,Completed,12600,12300
ORD0011639,3/7/2024,20240307,CUS02516,8,EMP0140,Fawry,,Completed,876,450
ORD0009078,3/7/2024,20240307,CUS01422,5,EMP0110,Debit Card,,Completed,3458.5,2960
ORD0007409,3/8/2024,20240308,CUS01974,6,EMP0116,Vodafone Cash,,Completed,5000,4000
ORD0003503,3/8/2024,20240308,CUS00183,4,EMP0082,Debit Card,,Completed,450,220
ORD0003495,3/8/2024,20240308,CUS00955,14,EMP0194,Cash,,Cancelled,1843,920
ORD0007546,3/8/2024,20240308,CUS01487,4,EMP0079,Credit Card,,Completed,11208,9720
ORD0000098,3/8/2024,20240308,CUS00444,1,EMP0021,Credit Card,,Completed,965.5,520
ORD0000806,3/8/2024,20240308,CUS00001,14,EMP0196,InstaPay,,Completed,9594,8360
ORD0000656,3/8/2024,20240308,CUS02533,2,EMP0036,InstaPay,,Completed,441,220
ORD0007371,3/8/2024,20240308,CUS02934,3,EMP0076,Cash,,Completed,1895,990
ORD0003528,3/8/2024,20240308,CUS02123,11,EMP0171,Debit Card,,Completed,1644,810
ORD0009900,3/8/2024,20240308,CUS00224,1,EMP0007,Cash,,Completed,104,60
ORD0008985,3/8/2024,20240308,CUS01092,4,EMP0081,Debit Card,,Completed,202.5,130
ORD0008095,3/8/2024,20240308,CUS01409,4,EMP0089,Credit Card,,Completed,378,200
ORD0003768,3/9/2024,20240309,CUS02794,2,EMP0032,Fawry,,Completed,857,420
ORD0001429,3/9/2024,20240309,CUS00733,2,EMP0046,InstaPay,,Completed,400,250
ORD0005653,3/9/2024,20240309,CUS02099,2,EMP0035,InstaPay,,Completed,540,260
ORD0001294,3/9/2024,20240309,CUS01500,13,EMP0191,Fawry,,Completed,204,110
ORD0000468,3/9/2024,20240309,CUS02359,7,EMP0134,Debit Card,,Completed,1372,670
ORD0010516,3/9/2024,20240309,CUS02889,5,EMP0102,Vodafone Cash,,Completed,2516.5,1270
ORD0003190,3/9/2024,20240309,CUS01129,2,EMP0038,Cash,,Completed,1333,670
ORD0005977,3/9/2024,20240309,CUS02840,3,EMP0075,Vodafone Cash,,Completed,694,330
ORD0002702,3/10/2024,20240310,CUS00956,3,EMP0070,Credit Card,,Completed,130,60
ORD0006006,3/10/2024,20240310,CUS00466,3,EMP0057,Fawry,,Completed,856,470
ORD0010819,3/10/2024,20240310,CUS02407,7,EMP0132,Fawry,,Completed,490,230
ORD0001046,3/10/2024,20240310,CUS00006,4,EMP0081,Debit Card,,Completed,26631.5,21100
ORD0008716,3/10/2024,20240310,CUS01051,4,EMP0090,Debit Card,,Completed,1690,860
ORD0002877,3/10/2024,20240310,CUS01846,12,EMP0174,Debit Card,,Completed,230,110
ORD0008455,3/10/2024,20240310,CUS02244,15,EMP0213,Credit Card,,Completed,657,360
ORD0004987,3/11/2024,20240311,CUS00818,10,EMP0154,Vodafone Cash,,Completed,37794,32660
ORD0006595,3/11/2024,20240311,CUS02454,2,EMP0035,InstaPay,,Completed,1880,920
ORD0010378,3/11/2024,20240311,CUS02925,14,EMP0203,Credit Card,,Completed,300,150
ORD0001198,3/11/2024,20240311,CUS02506,3,EMP0073,Fawry,,Completed,300,150
ORD0009678,3/11/2024,20240311,CUS02413,10,EMP0156,Fawry,,Completed,30110.5,32000
ORD0010001,3/11/2024,20240311,CUS01842,15,EMP0206,Fawry,,Completed,449,290
ORD0010627,3/11/2024,20240311,CUS01436,5,no_employee_id,Fawry,,Completed,270,130
ORD0010758,3/11/2024,20240311,CUS02452,11,EMP0165,Vodafone Cash,,Completed,696,410
ORD0004488,3/11/2024,20240311,CUS00568,14,EMP0200,Fawry,,Completed,976.5,540
ORD0002208,3/11/2024,20240311,CUS01312,4,EMP0081,Debit Card,,Completed,860,420
ORD0005628,3/11/2024,20240311,CUS00461,12,EMP0181,InstaPay,,Completed,1720,840
ORD0008834,3/11/2024,20240311,CUS02790,13,EMP0193,Cash,,Completed,210,100
ORD0000641,3/12/2024,20240312,CUS00317,2,EMP0051,Vodafone Cash,,Completed,480,230
ORD0007160,3/12/2024,20240312,CUS00068,11,EMP0167,Fawry,,Completed,966,500
ORD0007208,3/12/2024,20240312,CUS00677,2,EMP0039,Vodafone Cash,,Completed,648,330
ORD0009317,3/12/2024,20240312,CUS00393,4,EMP0088,InstaPay,,Completed,2079.5,1100
ORD0006312,3/12/2024,20240312,CUS02844,3,EMP0072,InstaPay,,Completed,216,130
ORD0004954,3/12/2024,20240312,CUS00425,1,EMP0001,Cash,,Completed,740,360
ORD0005630,3/12/2024,20240312,CUS00822,8,EMP0139,InstaPay,,Completed,2690,1430
ORD0001318,3/12/2024,20240312,CUS01506,1,EMP0009,Vodafone Cash,,Cancelled,288,150
ORD0006292,3/12/2024,20240312,CUS00952,5,EMP0108,Cash,,Completed,870,460
ORD0009057,3/12/2024,20240312,CUS01261,11,EMP0166,Cash,,Completed,15704,12350
ORD0005229,3/12/2024,20240312,CUS02213,6,no_employee_id,Fawry,,Completed,475,240
ORD0010770,3/12/2024,20240312,CUS02281,2,EMP0047,Cash,,Completed,480,230
ORD0000360,3/13/2024,20240313,CUS00153,7,EMP0135,Vodafone Cash,,Cancelled,738,390
ORD0003043,3/13/2024,20240313,CUS01254,4,EMP0093,InstaPay,,Completed,1065,600
ORD0002830,3/13/2024,20240313,CUS02685,5,EMP0099,Cash,,Completed,126,70
ORD0003151,3/13/2024,20240313,CUS02154,6,EMP0120,InstaPay,,Completed,240,120
ORD0010384,3/13/2024,20240313,CUS00683,4,EMP0081,Debit Card,,Completed,1624.5,840
ORD0000017,3/13/2024,20240313,CUS01929,9,EMP0148,InstaPay,,Returned,8285,6540
ORD0011049,3/13/2024,20240313,CUS01227,13,EMP0185,Credit Card,,Completed,700,350
ORD0000335,3/13/2024,20240313,CUS02300,12,EMP0176,Vodafone Cash,,Returned,447,250
ORD0009656,3/13/2024,20240313,CUS02827,2,EMP0049,Cash,,Completed,150,70
ORD0011227,3/14/2024,20240314,CUS00642,5,EMP0096,InstaPay,,Cancelled,1800,1500
ORD0001775,3/14/2024,20240314,CUS00103,3,EMP0073,Credit Card,,Completed,1104,550
ORD0005155,3/14/2024,20240314,CUS01667,11,EMP0168,Debit Card,,Completed,520,250
ORD0011681,3/14/2024,20240314,CUS01335,5,EMP0110,Fawry,,Completed,932,470
ORD0002038,3/14/2024,20240314,CUS02565,14,EMP0199,Debit Card,,Completed,2622,1960
ORD0011419,3/14/2024,20240314,CUS01720,14,EMP0200,Debit Card,,Completed,1872,1000
ORD0009575,3/14/2024,20240314,CUS02383,6,EMP0118,Fawry,,Returned,2090,1020
ORD0011097,3/14/2024,20240314,CUS02867,6,EMP0120,Debit Card,,Completed,210,100
ORD0011164,3/14/2024,20240314,CUS02403,1,no_employee_id,Credit Card,,Completed,907,470
ORD0010276,3/14/2024,20240314,CUS01352,3,EMP0060,Fawry,,Completed,6634.5,5380
ORD0001431,3/15/2024,20240315,CUS01704,8,EMP0144,InstaPay,,Completed,221,120
ORD0010335,3/15/2024,20240315,CUS02155,4,EMP0092,Vodafone Cash,,Completed,1950,1380
ORD0000495,3/15/2024,20240315,CUS01170,7,EMP0135,Cash,,Completed,990,470
ORD0005354,3/15/2024,20240315,CUS01569,5,EMP0109,Fawry,,Completed,1030,490
ORD0010207,3/15/2024,20240315,CUS00285,7,EMP0128,Cash,,Completed,1746,880
ORD0003437,3/15/2024,20240315,CUS01183,5,EMP0098,Cash,,Completed,1200,590
ORD0011520,3/15/2024,20240315,CUS00926,4,EMP0091,Cash,,Completed,1398,740
ORD0006656,3/15/2024,20240315,CUS02254,6,EMP0120,InstaPay,,Completed,17789,13710
ORD0007003,3/15/2024,20240315,CUS01774,2,EMP0050,Cash,,Returned,698,340
ORD0006098,3/16/2024,20240316,CUS00774,1,EMP0019,Debit Card,,Completed,1226,610
ORD0008555,3/16/2024,20240316,CUS01612,6,EMP0122,Vodafone Cash,,Completed,684,360
ORD0010046,3/16/2024,20240316,CUS02306,7,EMP0130,InstaPay,,Completed,1040,520
ORD0005980,3/16/2024,20240316,CUS00563,3,no_employee_id,Vodafone Cash,,Completed,16620,14770
ORD0002642,3/16/2024,20240316,CUS02549,11,EMP0166,Debit Card,,Returned,1390,720
ORD0010599,3/16/2024,20240316,CUS01620,1,EMP0005,Fawry,,Completed,548.5,280
ORD0000012,3/16/2024,20240316,CUS01090,3,EMP0073,Debit Card,,Completed,2360,1160
ORD0003097,3/16/2024,20240316,CUS00466,1,EMP0011,Cash,,Completed,1051,530
ORD0003541,3/16/2024,20240316,CUS00543,2,EMP0029,Fawry,,Completed,1410,690
ORD0007267,3/16/2024,20240316,CUS01265,4,EMP0087,Cash,,Completed,330.5,160
ORD0006701,3/16/2024,20240316,CUS00187,10,EMP0163,Fawry,,Completed,470,220
ORD0001203,3/16/2024,20240316,CUS01925,1,EMP0020,Fawry,,Completed,850,420
ORD0011471,3/17/2024,20240317,CUS01309,12,EMP0175,Fawry,,Completed,872.5,420
ORD0005786,3/17/2024,20240317,CUS00391,4,no_employee_id,Cash,,Completed,380,180
ORD0008564,3/17/2024,20240317,CUS00571,4,EMP0080,InstaPay,,Completed,558.5,330
ORD0005806,3/17/2024,20240317,CUS01998,11,EMP0168,Cash,,Completed,1773,950
ORD0008856,3/17/2024,20240317,CUS01707,1,EMP0019,Cash,,Completed,4000,4000
ORD0004236,3/17/2024,20240317,CUS02583,4,EMP0084,Cash,,Completed,1232,630
ORD0008437,3/17/2024,20240317,CUS00662,5,EMP0108,Fawry,,Returned,11448,9680
ORD0003926,3/17/2024,20240317,CUS02043,1,EMP0014,Fawry,,Completed,13455.5,10630
ORD0005919,3/17/2024,20240317,CUS02653,4,EMP0090,Vodafone Cash,,Completed,3984,2000
ORD0009259,3/17/2024,20240317,CUS00027,5,EMP0112,Debit Card,,Completed,7740,8140
ORD0009897,3/17/2024,20240317,CUS01329,5,EMP0112,Credit Card,,Completed,19309,15330
ORD0002280,3/17/2024,20240317,CUS00407,3,EMP0058,Vodafone Cash,,Completed,747,410
ORD0000056,3/18/2024,20240318,CUS02933,14,EMP0202,Cash,,Completed,240,120
ORD0009335,3/18/2024,20240318,CUS01879,3,EMP0074,Fawry,,Completed,427.5,270
ORD0002325,3/18/2024,20240318,CUS00827,1,EMP0014,Debit Card,,Completed,610,300
ORD0008753,3/18/2024,20240318,CUS01180,9,EMP0146,Cash,,Completed,1869,960
ORD0001728,3/18/2024,20240318,CUS00437,12,EMP0179,Cash,,Completed,495,260
ORD0008604,3/18/2024,20240318,CUS01427,11,EMP0166,Debit Card,,Completed,98,60
ORD0006807,3/18/2024,20240318,CUS02089,9,EMP0151,Fawry,,Returned,1496,880
ORD0006722,3/18/2024,20240318,CUS02760,4,EMP0091,Debit Card,,Completed,220,100
ORD0000889,3/19/2024,20240319,CUS00242,7,EMP0135,Cash,,Completed,722,370
ORD0003070,3/19/2024,20240319,CUS01395,2,EMP0039,InstaPay,,Completed,39168.5,32810
ORD0010472,3/19/2024,20240319,CUS00004,6,EMP0117,Credit Card,,Completed,7273,8160
ORD0011217,3/19/2024,20240319,CUS01248,1,EMP0009,InstaPay,,Completed,192,120
ORD0009483,3/19/2024,20240319,CUS02503,2,EMP0033,Credit Card,,Completed,720,360
ORD0003287,3/19/2024,20240319,CUS00272,12,EMP0176,Debit Card,,Completed,1550,920
ORD0003374,3/19/2024,20240319,CUS00450,13,EMP0185,InstaPay,,Completed,631.5,340
ORD0006142,3/20/2024,20240320,CUS01433,2,EMP0046,Credit Card,,Completed,5497,4810
ORD0002114,3/20/2024,20240320,CUS02798,8,EMP0144,Debit Card,,Completed,416.5,230
ORD0008229,3/20/2024,20240320,CUS01603,2,EMP0033,Credit Card,,Completed,907,470
ORD0005195,3/20/2024,20240320,CUS01912,3,EMP0066,Fawry,,Completed,10900,11400
ORD0003352,3/20/2024,20240320,CUS00964,5,EMP0110,Vodafone Cash,,Completed,475,240
ORD0005329,3/20/2024,20240320,CUS01659,12,EMP0182,Cash,,Completed,1075.5,610
ORD0006081,3/20/2024,20240320,CUS01085,3,EMP0057,InstaPay,,Completed,1460,750
ORD0005995,3/20/2024,20240320,CUS00948,3,EMP0072,Cash,,Completed,2124,1400
ORD0008074,3/20/2024,20240320,CUS01271,1,EMP0011,Fawry,,Completed,6160,4820
ORD0007754,3/20/2024,20240320,CUS01014,7,EMP0132,Fawry,,Completed,1583,1140
ORD0002351,3/20/2024,20240320,CUS00177,9,EMP0146,Vodafone Cash,,Completed,16308,14340
ORD0010544,3/20/2024,20240320,CUS00445,12,EMP0174,Debit Card,,Returned,2193,1110
ORD0004915,3/20/2024,20240320,CUS01197,1,EMP0024,InstaPay,,Completed,618,330
ORD0009719,3/20/2024,20240320,CUS02848,8,EMP0144,Fawry,,Returned,504,280
ORD0001410,3/20/2024,20240320,CUS01638,6,EMP0115,InstaPay,,Completed,2683.5,1520
ORD0000621,3/20/2024,20240320,CUS00299,7,EMP0131,Credit Card,,Completed,3733,1850
ORD0010951,3/20/2024,20240320,CUS01684,15,EMP0208,Vodafone Cash,,Completed,2806,1400
ORD0003454,3/20/2024,20240320,CUS00796,3,EMP0076,Credit Card,,Completed,1371,670
ORD0007326,3/21/2024,20240321,CUS00788,2,EMP0047,Debit Card,,Completed,820,460
ORD0001572,3/21/2024,20240321,CUS02327,8,EMP0138,Credit Card,,Completed,243,120
ORD0004326,3/21/2024,20240321,CUS00081,2,EMP0038,Debit Card,,Completed,1408,1010
ORD0008143,3/21/2024,20240321,CUS00817,2,EMP0037,Debit Card,,Returned,12650,9780
ORD0001610,3/21/2024,20240321,CUS02486,3,EMP0068,InstaPay,,Completed,1499,870
ORD0008079,3/21/2024,20240321,CUS00856,1,EMP0019,Vodafone Cash,,Completed,1525,880
ORD0011581,3/21/2024,20240321,CUS02246,5,EMP0098,Fawry,,Returned,2822,1410
ORD0001747,3/21/2024,20240321,CUS02079,2,EMP0030,Credit Card,,Completed,1045.5,530
ORD0003345,3/21/2024,20240321,CUS01257,4,EMP0085,InstaPay,,Cancelled,7500,6000
ORD0002904,3/21/2024,20240321,CUS00889,3,EMP0073,Cash,,Completed,85.5,40
ORD0003790,3/21/2024,20240321,CUS02586,5,EMP0095,Debit Card,,Completed,960,460
ORD0001774,3/21/2024,20240321,CUS01602,11,EMP0164,Cash,,Cancelled,540,290
ORD0006275,3/22/2024,20240322,CUS00115,9,EMP0146,Credit Card,,Completed,2291,1800
ORD0000527,3/22/2024,20240322,CUS00584,15,EMP0207,Fawry,,Completed,1590,760
ORD0008797,3/22/2024,20240322,CUS02091,2,EMP0049,Vodafone Cash,,Completed,1319,720
ORD0005654,3/22/2024,20240322,CUS02414,6,EMP0115,Fawry,,Completed,983,550
ORD0005188,3/22/2024,20240322,CUS02325,14,EMP0200,Cash,,Cancelled,404,250
ORD0004679,3/22/2024,20240322,CUS00226,1,EMP0014,InstaPay,,Completed,33188,31260
ORD0001265,3/22/2024,20240322,CUS02059,7,EMP0131,Vodafone Cash,,Completed,14547,12110
ORD0001648,3/22/2024,20240322,CUS01630,2,EMP0044,Vodafone Cash,,Completed,1040,510
ORD0011363,3/22/2024,20240322,CUS01459,7,EMP0135,Debit Card,,Completed,726.5,390
ORD0009572,3/22/2024,20240322,CUS01510,11,EMP0171,Cash,,Completed,2538,1260
ORD0002163,3/22/2024,20240322,CUS02784,3,EMP0069,Fawry,,Completed,1278,660
ORD0001768,3/22/2024,20240322,CUS00436,1,EMP0019,InstaPay,,Completed,4500,4800
ORD0010938,3/22/2024,20240322,CUS01473,10,EMP0162,InstaPay,,Completed,16954,14960
ORD0008242,3/22/2024,20240322,CUS00618,12,EMP0183,Credit Card,,Returned,280,140
ORD0001106,3/22/2024,20240322,CUS01772,7,EMP0130,Credit Card,,Returned,28760,24130
ORD0000790,3/23/2024,20240323,CUS00292,15,EMP0208,Fawry,,Completed,130,60
ORD0010352,3/23/2024,20240323,CUS02941,2,EMP0037,InstaPay,,Completed,380,180
ORD0006866,3/23/2024,20240323,CUS02044,1,EMP0003,Credit Card,,Returned,2460,1190
ORD0008551,3/23/2024,20240323,CUS00790,2,EMP0054,Fawry,,Completed,1839,920
ORD0007469,3/23/2024,20240323,CUS02513,11,no_employee_id,Vodafone Cash,,Completed,1066,530
ORD0002986,3/23/2024,20240323,CUS00335,1,no_employee_id,Credit Card,,Completed,1782.5,930
ORD0006015,3/23/2024,20240323,CUS01401,2,EMP0046,Fawry,,Cancelled,1040,520
ORD0011796,3/23/2024,20240323,CUS02379,11,EMP0169,Vodafone Cash,,Completed,13501,12340
ORD0005250,3/23/2024,20240323,CUS01716,11,EMP0168,Debit Card,,Completed,260,130
ORD0011563,3/24/2024,20240324,CUS00204,4,EMP0085,Fawry,,Completed,9994,9930
ORD0007527,3/24/2024,20240324,CUS02841,6,EMP0120,Credit Card,,Returned,853,420
ORD0003716,3/24/2024,20240324,CUS00465,4,EMP0084,Fawry,,Completed,1416,870
ORD0003450,3/24/2024,20240324,CUS01972,5,EMP0104,Credit Card,,Completed,940,440
ORD0002528,3/24/2024,20240324,CUS02231,1,EMP0016,Debit Card,,Completed,2056,1060
ORD0006183,3/24/2024,20240324,CUS01278,1,no_employee_id,Cash,,Completed,833.5,410
ORD0005799,3/24/2024,20240324,CUS01327,1,EMP0013,Credit Card,,Completed,144,70
ORD0000494,3/24/2024,20240324,CUS01676,12,EMP0181,Fawry,,Completed,765,450
ORD0002959,3/24/2024,20240324,CUS02281,10,EMP0153,InstaPay,,Completed,120,70
ORD0001447,3/24/2024,20240324,CUS02521,2,EMP0039,Fawry,,Completed,2181.5,1160
ORD0003429,3/24/2024,20240324,CUS02418,3,EMP0077,InstaPay,,Completed,979,490
ORD0009884,3/25/2024,20240325,CUS01425,5,EMP0106,Cash,,Completed,1661.5,870
ORD0011542,3/25/2024,20240325,CUS02965,6,EMP0126,InstaPay,,Completed,17892,16570
ORD0005422,3/25/2024,20240325,CUS02211,2,EMP0043,Debit Card,,Completed,150,70
ORD0004828,3/25/2024,20240325,CUS02921,3,EMP0062,Credit Card,,Completed,736,400
ORD0000094,3/25/2024,20240325,CUS00052,11,EMP0166,Debit Card,,Completed,20250,19000
ORD0006560,3/25/2024,20240325,CUS01393,6,EMP0113,Cash,,Completed,24652,19630
ORD0006362,3/26/2024,20240326,CUS00555,11,EMP0172,Vodafone Cash,,Completed,530,260
ORD0007828,3/26/2024,20240326,CUS02716,13,EMP0185,Fawry,,Completed,1661.5,940
ORD0007859,3/26/2024,20240326,CUS00972,11,EMP0164,Vodafone Cash,,Completed,720,420
ORD0006335,3/26/2024,20240326,CUS02670,4,EMP0085,Vodafone Cash,,Completed,1915.5,940
ORD0005604,3/26/2024,20240326,CUS00551,2,EMP0036,InstaPay,,Completed,1273,700
ORD0009566,3/26/2024,20240326,CUS02519,10,EMP0160,Credit Card,,Completed,123.5,60
ORD0005124,3/26/2024,20240326,CUS02703,7,EMP0131,InstaPay,,Completed,36038,28720
ORD0010569,3/26/2024,20240326,CUS02550,14,EMP0201,InstaPay,,Completed,11905,9810
ORD0005951,3/26/2024,20240326,CUS01235,3,EMP0078,Cash,,Completed,320,160
ORD0003312,3/26/2024,20240326,CUS02056,5,EMP0104,Cash,,Completed,1656,840
ORD0003057,3/26/2024,20240326,CUS00421,4,EMP0087,InstaPay,,Completed,207,110
ORD0008190,3/26/2024,20240326,CUS01650,7,EMP0131,Fawry,,Completed,1677.5,830
ORD0011091,3/27/2024,20240327,CUS01772,14,EMP0199,Vodafone Cash,,Completed,11969.5,10550
ORD0000006,3/27/2024,20240327,CUS01574,11,EMP0172,Credit Card,,Completed,288,180
ORD0001606,3/27/2024,20240327,CUS02617,13,EMP0189,Credit Card,,Completed,6300,5600
ORD0001558,3/27/2024,20240327,CUS00440,8,EMP0142,Cash,,Cancelled,1089.5,610
ORD0010493,3/27/2024,20240327,CUS01373,2,EMP0044,Debit Card,,Completed,98,60
ORD0005636,3/27/2024,20240327,CUS00346,11,EMP0171,Credit Card,,Cancelled,1341,760
ORD0008644,3/27/2024,20240327,CUS00165,9,EMP0147,Vodafone Cash,,Completed,4064,2860
ORD0002957,3/27/2024,20240327,CUS00602,3,EMP0075,InstaPay,,Completed,739.5,420
